fecha,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,wave
2020-03-10,3.1540210737260583,4.041802077370867,16.114053665286725,17.002100853677955,28.02818852591496,27.451730136299133,27.43725364851208,35.118943856844446,35.87625568307276,wave_1
2020-03-11,4.353953286455443,6.00859087412613,24.287007577253437,26.562522621373724,40.38540702411866,39.74525127066909,41.59838921508765,49.2950820108796,51.69024733664804,wave_1
2020-03-12,5.4437612762273275,8.246624655465833,35.64891752183404,41.65817547385845,60.022550125729055,56.34220992911518,58.71451081061514,66.42178817688688,74.54151062554563,wave_1
2020-03-13,6.650179726880853,10.854795809208856,50.10899950212972,64.25487969718384,86.93784570943008,81.3795265453812,82.88787625245322,90.82060069868704,98.18817798427125,wave_1
2020-03-14,7.816580503768215,14.593368689019153,67.54770825463848,91.090459927459,120.00762534693469,112.9873884229192,110.76403562483286,119.65609537920596,126.41502378872838,wave_1
2020-03-15,8.806192642539386,17.066998858914626,83.66366858747777,117.63142209796587,150.84337589761196,145.19289647555792,136.8497547574146,148.79928337256695,153.27920249642324,wave_1
2020-03-16,9.641452587587901,18.822310896224305,96.97212129565733,140.07364837872672,180.0137516402024,177.69328829958147,164.01549732466512,183.87843682168264,184.23926357601383,wave_1
2020-03-17,10.642453443749202,20.61904922972678,108.8372123648181,165.92691772444505,218.25280582129122,219.38168461074682,204.53018854014354,230.35135447104847,227.90317114993712,wave_1
2020-03-18,11.334676752325194,20.90024383479244,124.30463622632948,201.24767404279288,268.49905052318815,283.773650297615,263.79040963997954,296.6280335202031,287.1563007051994,wave_1
2020-03-19,11.990874984498989,20.999990688186355,142.70824724558364,239.11647743748483,321.7929997793923,361.7975262197901,333.80501530022104,364.8434552345773,354.20829078583733,wave_1
2020-03-20,12.648338927145115,21.337773531277318,161.35367540993036,284.9474257863015,393.17432878390554,450.3908905320761,418.1398642375559,445.43576846943216,431.1538473691278,wave_1
2020-03-21,13.249469536079587,21.888987050189197,182.76514225435434,336.2168227808626,473.14640902894723,551.0653967746334,513.425273599696,532.8934297385542,512.1356259121284,wave_1
2020-03-22,14.23817558095118,22.208785293575122,197.19411497240543,378.5447284898193,540.9521049549215,635.3746121359025,599.5006592565377,617.5109946435306,585.0430017490082,wave_1
2020-03-23,14.720523088495137,22.238437469472448,207.42730821397464,405.48486368060964,593.2382225924845,705.7317876164972,670.8057620363751,682.6969922401979,646.7815746188481,wave_1
2020-03-24,15.779133130793522,22.279534832154962,228.29420738615454,450.787739317067,672.6005592257055,809.1405119490676,762.671379677094,761.9484079416056,727.4863633965629,wave_1
2020-03-25,17.08628090625362,23.14061387946752,254.64047736974766,505.32578206346886,764.7522956270931,939.9187602641982,882.6914228424987,863.9708075820915,838.7698907823997,wave_1
2020-03-26,18.32518952533403,24.903023593035122,280.54124845260503,563.8773371629778,871.0226490384118,1084.8188527249913,1009.1558721892297,979.9021842813893,950.984133915503,wave_1
2020-03-27,18.879853003948572,26.264845491686508,306.46838982698193,621.3247677487541,972.5827866112375,1222.9216167255493,1132.8428582679935,1089.6361611141463,1059.6604844317271,wave_1
2020-03-28,18.600459103751838,27.17312143531568,327.942018482147,662.5902508028242,1050.5367979347739,1336.014129827233,1229.2580365411213,1179.1511968829564,1153.3277452554976,wave_1
2020-03-29,18.37850808968374,27.782838811733868,335.3828200047968,674.3257508661884,1090.7952751583298,1392.4474083458294,1278.9134809426566,1222.8265687829894,1223.2037820648734,wave_1
2020-03-30,17.413280521777317,27.41345860742544,330.1887814864054,661.9512529657097,1083.6310599906722,1386.9715230164063,1276.5864368484413,1218.9731631268144,1250.2408283167933,wave_1
2020-03-31,16.800969846360953,27.40098859142931,334.78025919603607,660.6048101367738,1090.3862080039044,1401.5797488488886,1280.9084346168852,1220.8289371258957,1286.947354617091,wave_1
2020-04-01,16.423939394071464,28.10176820875562,344.04460458093047,662.3742581518599,1102.1559360157264,1415.6355328580464,1287.369515104498,1209.7302825567583,1332.0093200153135,wave_1
